2.421875,1.796875,0.078125,0.000000,0.000000,0.000000,1
1.796875,2.187500,0.078125,0.000000,0.000000,0.000000,1
1.796875,2.265625,0.078125,0.000000,0.000000,0.000000,1
1.718750,2.343750,0.078125,0.000000,0.000000,0.000000,1
1.796875,2.343750,0.078125,0.000000,0.000000,0.000000,1
1.718750,2.421875,0.078125,0.000000,0.000000,0.000000,1
1.796875,2.421875,0.078125,0.000000,0.000000,0.000000,0
1.953125,1.953125,0.078125,0.000000,0.000000,0.000000,1
2.109375,1.875000,0.078125,0.000000,0.000000,0.000000,1
2.031250,1.953125,0.078125,0.000000,0.000000,0.000000,1
2.109375,1.953125,0.078125,0.000000,0.000000,0.000000,1
1.875000,2.031250,0.078125,0.000000,0.000000,0.000000,1
1.953125,2.031250,0.078125,0.000000,0.000000,0.000000,1
1.875000,2.109375,0.078125,0.000000,0.000000,0.000000,1
1.953125,2.109375,0.078125,0.000000,0.000000,0.000000,0
2.031250,2.031250,0.156250,0.000000,0.000000,0.000000,0
2.187500,1.875000,0.078125,0.000000,0.000000,0.000000,1
2.265625,1.875000,0.078125,0.000000,0.000000,0.000000,1
2.187500,1.953125,0.078125,0.000000,0.000000,0.000000,0
2.265625,1.953125,0.078125,0.000000,0.000000,0.000000,0
2.343750,1.875000,0.078125,0.000000,0.000000,0.000000,1
2.421875,1.875000,0.078125,0.000000,0.000000,0.000000,1
2.343750,1.953125,0.078125,0.000000,0.000000,0.000000,0
2.421875,1.953125,0.078125,0.000000,0.000000,0.000000,0
2.187500,2.031250,0.156250,0.000000,0.000000,0.000000,0
2.343750,2.031250,0.156250,0.000000,0.000000,0.000000,0
1.875000,2.187500,0.078125,0.000000,0.000000,0.000000,1
1.953125,2.187500,0.078125,0.000000,0.000000,0.000000,0
1.875000,2.265625,0.078125,0.000000,0.000000,0.000000,0
1.953125,2.265625,0.078125,0.000000,0.000000,0.000000,0
2.031250,2.187500,0.156250,0.000000,0.000000,0.000000,0
1.875000,2.343750,0.156250,0.000000,0.000000,0.000000,0
2.031250,2.343750,0.156250,0.000000,0.000000,0.000000,0
2.187500,2.187500,0.312500,0.000000,0.000000,0.000000,0
4.921875,1.171875,0.078125,0.000000,0.000000,0.000000,1
2.500000,1.796875,0.078125,0.000000,0.000000,0.000000,1
2.578125,1.796875,0.078125,0.000000,0.000000,0.000000,1
2.734375,1.718750,0.078125,0.000000,0.000000,0.000000,1
